33,21,0, 1058,Kotak-Uday,1,426883,-9307,-2.1,316406,24,-1591,-.4,-1680,-.4,1243,.3,3909,.9,73147,20.7
19,4, 0001.000000, 0001.08,Defence-Ministry,8,812650,-2378,-.3,282754,25,32323,4.1,8040,1,-44698,-5.2,-102460,-11.2,163734,25.2
28,17,0, 1461,Sun Pharma,5,500976,6953,1.4,258745,26,11462,2.3,-8969,-1.8,24567,5.2,2666,.5,-30219,-5.7
29,5, 1461, 1461.1,Sun-Shanghvi,4,500357,6923,1.4,258572,27,11478,2.3,-8960,-1.8,24727,5.2,2807,.6,-29849,-5.6
25,2, 0172.3, 0172.32,JSW-Sajjan,8,561919,-3445,-.6,252246,28,25943,4.8,13567,2.5,-5029,-.9,48412,9.4,78761,16.3
26,15,0, 4085.006000,Suzuki-Japan,1,543819,4623,.9,226881,29,21793,4.2,31819,6.2,40622,8.1,146386,36.8,174424,47.2
30,18,0, 0253,Murugappa,11,448972,2127,.5,220273,30,10066,2.3,405.74,.1,-14349,-3.1,4571,1,29660,7.1
24,14,0, 4184.006000,Unilever-UK,1,569957,9259,1.7,217154,31,31290,5.8,20292,3.7,-28177,-4.7,20104,3.7,11327,2
27,16,0, 1140,Vedanta,4,520644,8373,1.6,212989,32,13718,2.7,99215,23.5,121490,30.4,147566,39.6,153499,41.8
31,19,0, 0453,HCL-Nadar,4,439760,2952,.7,172334,33,-982.89,-.2,-17615,-3.9,55346,14.4,-29553,-6.3,-90818,-17.1
38,24,0, 0006,NRI-Controlled,18,295200,-445.1,-.2,158703,34,9806,3.4,16502,5.9,32496,12.4,35196,13.5,62238,26.7
36,23,0, 0418,TVS,12,310089,-13.39,0,155087,35,16045,5.5,15570,5.3,25824,9.1,52540,20.4,83062,36.6
53,36,0, 0316,Bhai Mohan,5,184254,1371,.7,147568,36,3603,2,-2741,-1.5,-5180,-2.7,-20800,-10.1,9372,5.4
53,7, 0316, 0316.3,Max-Analjit,5,184254,1371,.7,147568,36,3603,2,-2741,-1.5,-5180,-2.7,-20800,-10.1,9372,5.4
49,34,0, 0355,Shriram-Chennai,3,190596,-236.3,-.1,141853,38,4273,2.3,27537,16.9,62087,48.3,60779,46.8,76751,67.4
40,26,0, 0078,Asian Paints-Dani,3,275532,3069,1.1,129893,39,9435,3.5,-11973,-4.2,46633,20.4,39740,16.9,54118,24.4
52,4, 0006.0, 0006.03,Hinduja,5,184444,348.67,.2,114247,40,10105,5.8,18219,11,41330,28.9,39718,27.4,37060,25.1
43,29,0, 0131,Godrej,5,239068,1345,.6,107933,41,10321,4.5,13042,5.8,6538,2.8,-9409,-3.8,-3987,-1.6
37,6, 0001.000000, 0001.05,Coal-Ministry,2,301032,167.17,.1,107549,42,20642,7.4,33404,12.5,26198,9.5,31539,11.7,35983,13.6
47,32,0, 0109,Eicher-Vikram Lal,1,205971,592.49,.3,104921,43,9901,5,8252,4.2,17417,9.2,51684,33.5,62031,43.1
46,6, 0418, 0418.5,TVS-Srinivasan,4,217560,589.2,.3,100573,44,13934,6.8,10254,4.9,19200,9.7,53408,32.5,76979,54.8
45,31,0, 1562,RJ Corp-Jaipuria,3,218586,2760,1.3,96919,45,6111,2.9,8112,3.9,13141,6.4,11602,5.6,-38808,-15.1
41,27,0, 4168.004000,Nestle-Swiss,1,254536,1138,.4,94789,46,8889,3.6,13977,5.8,27177,12,23894,10.4,43863,20.8
61,42,0, 0142,Hero-Munjal,6,147850,416.96,.3,93874,47,4388,3.1,-6221,-4,10821,7.9,49290,50,61408,71
35,5, 0001.000000, 0001.30,Railway-Ministry,7,375210,-1209,-.3,93665,48,3820,1,31604,9.2,1347,.4,-42331,-10.1,-54085,-12.6
44,30,0, 0411,Torrent-Mehta,3,233376,3137,1.4,92268,49,11945,5.4,12283,5.6,28033,13.7,21284,10,20757,9.8
66,45,0, 0643,Cipla,1,123614,892.56,.7,87506,50,3146,2.6,791.59,.6,1119,.9,1295,1.1,3245,2.7
58,39,0, 1345,Motherson-Sehgal,2,160957,-2061,-1.3,78302,51,2396,1.5,7434,4.8,20070,14.2,25938,19.2,26761,19.9
74,52,0, 0031,Apollo-Reddy,3,110162,3908,3.7,78249,52,5156,4.9,2064,1.9,-4425,-3.9,-3497,-3.1,-1923,-1.7
57,38,0, 0438,Wadia,5,163981,924.45,.6,77794,53,2960,1.8,4201,2.6,1203,.7,6884,4.4,29597,22
77,54,0, 0104,Dr Reddy's,1,104901,647.12,.6,76955,54,-805.78,-.8,-1691,-1.6,651.3,.6,-3944,-3.6,-7743,-6.9
39,25,0, 0447,Wipro,1,278298,2202,.8,76114,55,1730,.6,5714,2.1,24569,9.7,-4499,-1.6,-29524,-9.6
88,62,0, 1463,IIFL-Jain,4,89624,313.62,.4,75438,56,3993,4.7,8120,10,16413,22.4,8488,10.5,15423,20.8
100,72,0, 0007.000500,Yes Bank,1,71560,-94.11,-.1,71560,57,4518,6.7,658.82,.9,2775,4,8664,13.8,12252,20.7
42,28,0, 1643,Dmart-Damani,2,242767,1288,.5,63360,58,-5884,-2.4,-18746,-7.2,-41591,-14.6,-39440,-14,-18832,-7.2
62,43,0, 0378,Shriram-Delhi,12,137046,-2072,-1.5,63293,59,-483.98,-.4,6432,4.9,4487,3.4,-7564,-5.2,39450,40.4
62,8, 0378, 0378.1,Shriram-Lala,12,137046,-2072,-1.5,63293,59,-483.98,-.4,6432,4.9,4487,3.4,-7564,-5.2,39450,40.4
110,79,0, 4112.018000,Baring-Mauritius,3,65533,529.49,.8,63071,61,-254.17,-.4,-11581,-15,-287.16,-.4,-12902,-16.4,-11394,-14.8
115,81,0, 1626,IDFC,1,62171,-154.13,-.2,62171,62,-73.39,-.1,2840,4.8,10024,19.2,5161,9.1,15314,32.7
55,7, 0001.000000, 0001.22,Steel-Ministry,6,183393,-558.64,-.3,59559,63,4012,2.2,18783,11.4,-1341,-.7,25780,16.4,31156,20.5
64,44,0, 0132,Goenka,21,125422,-1846,-1.5,59079,64,1734,1.4,-3583,-2.8,-8517,-6.4,-19309,-13.3,-27979,-18.2
119,85,0, 1524,FTL-Shah,2,60627,1218,2.1,59015,65,1765,3,4120,7.3,14770,32.2,10674,21.4,27019,80.4
65,9, 0132, 0132.2,RPG Enterprises,15,124635,-1838,-1.5,58770,66,1756,1.4,-3590,-2.8,-8437,-6.3,-19170,-13.3,-27855,-18.3
96,69,0, 1599,Au-Agarwal,1,75137,-369.32,-.5,57991,67,1086,1.5,3481,4.9,18260,32.1,14208,23.3,33796,81.8
70,48,0, 4185.016000,Cummins-USA,2,117458,-4963,-4.1,56952,68,-6887,-5.5,-8899,-7,5623,5,22163,23.3,26743,29.5
85,59,0, 0135,Gupta-Lupin/Armour,2,98420,3603,3.8,52252,69,3245,3.4,2493,2.6,9697,10.9,8018,8.9,-9244,-8.6
86,11, 0135, 0135.1,Lupin,1,98301,3602,3.8,52198,70,3241,3.4,2491,2.6,9692,10.9,8038,8.9,-9248,-8.6
48,33,0, 4168.001000,ABB-Swiss,2,194585,425.59,.2,51745,71,4111,2.2,-1088,-.6,2515,1.3,-18879,-8.8,-8300,-4.1
68,8, 0001.000000, 0001.18,Mines-Ministry,2,118332,4106,3.6,49530,72,8629,7.9,32163,37.3,45750,63,56249,90.6,58826,98.9
101,73,0, 4106.003000,IHH-Malaysia,2,71489,2300,3.3,49171,73,4944,7.4,4481,6.7,-8213,-10.3,10458,17.1,17034,31.3
87,60,0, 0359,JK Singhanias,10,95836,-1285,-1.3,47763,74,1526,1.6,1185,1.3,-6875,-6.7,-4831,-4.8,-2296,-2.3
82,5, 0378.1, 0378.12,DCM-Bharatram,6,99937,-1527,-1.5,47452,75,-848.15,-.8,5195,5.5,2729,2.8,-7195,-6.7,23673,31
84,2, 0378.12, 0378.122,SRF-Arun B Ram,3,99509,-1520,-1.5,47236,76,-839.18,-.8,5222,5.5,2794,2.9,-7077,-6.6,23837,31.5
60,41,0, 1292,Fevicol-Parekh,2,153238,-168.38,-.1,47081,77,4396,3,2947,2,1205,.8,-4376,-2.8,5339,3.6
113,80,0, 0248,MRF-Mammen,2,63649,-198.27,-.3,46004,78,-848.01,-1.3,-1395,-2.1,-1010,-1.6,2514,4.1,11477,22
56,37,0, 0102,DLF-Singh,1,174769,-1349,-.8,45300,79,6188,3.7,-3602,-2,-7166,-3.9,-31894,-15.4,-24691,-12.4
105,75,0, 1144,Shroff-UPL,2,68498,-391.92,-.6,45143,80,1043,1.5,3288,5,13257,24,13279,24,23465,52.1
67,46,0, 0051,Bangur,11,118756,571.44,.5,43957,81,6673,6,8320,7.5,-4573,-3.7,-12527,-9.5,7201,6.5
91,65,0, 0181,Kalyani-Pune,7,83039,-444.78,-.5,43598,82,850.43,1,3218,4,10181,14,4572,5.8,6175,8
83,58,0, 4184.035000,Diageo-UK,1,99811,195.75,.2,43248,83,-3904,-3.8,-5688,-5.4,1537,1.6,-123.25,-.1,-19129,-16.1
59,40,0, 1497,Muthoot-George,1,157982,509.86,.3,42102,84,5739,3.8,5825,3.8,28709,22.2,50951,47.6,70204,80
98,71,0, 0292,Piramal,6,73109,1161,1.6,41890,85,5926,8.8,7808,12,37756,106.8,36572,100.1,29005,65.8
98,13, 0292, 0292.1,Piramal-Gopikisan,6,73109,1161,1.6,41890,85,5926,8.8,7808,12,37756,106.8,36572,100.1,29005,65.8
80,57,0, 1146,Mariwala-Marico,2,101898,1328,1.3,41835,87,5274,5.5,6525,6.8,8997,9.7,7007,7.4,18306,21.9
93,12, 0359, 0359.3,JK Eastern,5,80929,-1185,-1.4,41061,88,1256,1.6,1464,1.8,-3969,-4.7,-5125,-6,7866,10.8
69,47,0, 1305,GMR,2,118023,-1373,-1.2,41057,89,1614,1.4,810.92,.7,16114,15.8,14613,14.1,29809,33.8
79,56,0, 0145,QRG-Gupta,2,102111,3102,3.1,40457,90,5113,5.3,3650,3.7,-239.02,-.2,-4954,-4.6,-10110,-9
97,70,0, 0715,Bhartia-Vam,6,74756,554.45,.7,40288,91,226.41,.3,-2286,-3,-3283,-4.2,-12965,-14.8,-9238,-11
108,77,0, 1548,Blackstone-Singapore,4,66642,72.09,.1,39860,92,-338.34,-.5,-4073,-5.8,-457.09,-.7,-4554,-6.4,-4177,-5.9
92,66,0, 4185.033000,GEC-USA,2,81394,530.77,.7,39483,93,-1280,-1.5,8499,11.7,-1388,-1.7,19029,30.5,27630,51.4
132,93,0, 1429,Sudesh-Gupta,2,55377,-452.09,-.8,39466,94,1796,3.4,4942,9.8,5723,11.5,5809,11.7,9328,20.3
78,55,0, 0088,Dabur-Burman,3,103600,103.41,.1,39085,95,5377,5.5,3095,3.1,5131,5.2,6179,6.3,2196,2.2
114,15, 0418, 0418.4,TVS-Santhanam,3,62282,-520.45,-.8,38728,96,1339,2.2,5184,9.1,8831,16.5,1681,2.8,9979,19.1
76,9, 0001.000000, 0001.16,Industry-Ministry,2,105138,-1033,-1,38192,97,5026,5,6728,6.8,17625,20.1,12242,13.2,26245,33.3
104,14, 0715, 0715.1,Jubilant,4,68506,596.98,.9,37857,98,275.2,.4,-1871,-2.7,-3851,-5.3,-12617,-15.6,-11546,-14.4
81,10, 0051, 0051.2,Bangur-Narayandas,6,101069,285.56,.3,37729,99,5095,5.3,5719,6,-5777,-5.4,-13089,-11.5,6520,6.9
112,7, 0292.1, 0292.13,Piramal-Ajay,2,64921,1275,2,37649,100,5946,10.1,7392,12.8,39028,150.7,37931,140.5,32167,98.2
94,67,0, 1295,Biocon-Mazumdar,2,78199,-407.71,-.5,36086,101,8.2,0,37.11,0,6105,8.5,6635,9.3,413.81,.5
107,76,0, 1783,Glenmark,2,66791,1016,1.5,35858,102,1361,2.1,3002,4.7,3816,6.1,3183,5,8077,13.8
71,49,0, 4065.005000,Bosch-Germany,2,115500,-413.91,-.4,34051,103,9882,9.4,6191,5.7,-119.76,-.1,8525,8,15659,15.7
89,63,0, 0210,Lloyds-Gupta,4,86985,-1348,-1.5,33282,104,2119,2.5,6399,7.9,-1408,-1.6,-17691,-16.9,-1653,-1.9
50,35,0, 0004,Foreign Control,1,187441,2088,1.1,32802,105,637.84,.3,-195.01,-.1,-14089,-7,19741,11.8,41033,28
50,3, 0004.0, 0004.06,Hyundai,1,187441,2088,1.1,32802,105,637.84,.3,-195.01,-.1,-14089,-7,19741,11.8,41033,28
72,50,0, 1495,Lodha-Mumbai,3,113507,-824.59,-.7,31876,107,4881,4.5,5.65,0,-1405,-1.2,-28176,-19.9,-28982,-20.3
106,6, 0132.2, 0132.21,RP-Sanjiv Goenka,9,68060,-948.99,-1.4,31312,108,1336,2,-2761,-3.9,-4819,-6.6,-11431,-14.4,-15884,-18.9
122,16, 1783, 1783.1,Glenn Saldanha,1,58683,1180,2.1,31308,109,1418,2.5,3210,5.8,3141,5.7,7000,13.5,12901,28.2
123,17, 0006, 0006.1,Massuki,10,57848,-868.34,-1.5,29978,110,-120.99,-.2,431.25,.8,-1323,-2.2,-4201,-6.8,2208,4
90,64,0, 1797,Waaree-Doshi,3,85805,-2456,-2.8,29717,111,-10055,-10.5,-7396,-7.9,-24218,-22,-10427,-10.8,-7204,-7.7
144,103,0, 0902,KEI-Gupta,1,43316,16.73,0,28156,112,1599,3.8,3516,8.8,3777,9.6,7134,19.7,4919,12.8
75,53,0, 0679,Zydus-Patel,2,109022,928.9,.9,28085,113,4798,4.6,2207,2.1,-5428,-4.7,-4306,-3.8,-131.63,-.1
128,90,0, 4185.004000,Colgate-USA,1,56954,-116.96,-.2,27908,114,1106,2,-1954,-3.3,-3665,-6,-9661,-14.5,-17883,-23.9
102,74,0, 1325,Prestige-Bangaluru,1,71417,-639.59,-.9,27895,115,3551,5.2,-1512,-2.1,4787,7.2,1731,2.5,2802,4.1
73,51,0, 4065.004000,Siemens-Germany,1,111049,1184,1.1,27762,116,3494,3.2,-7257,-6.1,-5078,-4.4,-6105,-5.2,-119390,-51.8
127,89,0, 0385,Supreme-Tapuriah,2,57578,-158.56,-.3,27663,117,3424,6.3,3040,5.6,-11037,-16.1,-11913,-17.1,-12082,-17.3
140,100,0, 0305,Khaitan-Shree Krishn,11,47080,311.22,.7,27550,118,-3050,-6.1,-1160,-2.4,2069,4.6,6986,17.4,9069,23.9
130,8, 0132.2, 0132.22,RPG-Harsh Goenka,6,56575,-888.51,-1.5,27458,119,420.16,.7,-828.59,-1.4,-3618,-6,-7739,-12,-11971,-17.5
139,99,0, 0306,Raheja-Rajan,3,47623,-572.61,-1.2,25358,120,392.93,.8,-1434,-2.9,-4058,-7.9,-4456,-8.6,-12545,-20.9
149,3, 0305.43, 0305.431,Khaitan-Radico,1,42004,347.42,.8,25114,121,-3123,-6.9,-1131,-2.6,2569,6.5,6853,19.5,8387,24.9
160,114,0, 0700,Strides,4,37129,374.33,1,24776,122,1229,3.4,2463,7.1,335.74,.9,-1276,-3.3,27648,291.6
198,15, 0001.000000, 0001.00,Central Govt,3,24889,-105.87,-.4,24707,123,253.09,1,-184.6,-.7,-3242,-11.5,20792,507.5,16541,198.1
125,88,0, 0605,Inox-Jain,4,57580,-1553,-2.6,24531,124,-1771,-3,91.19,.2,-3655,-6,-2975,-4.9,-14262,-19.9
125,18, 0605, 0605.2,Inox-GFL,4,57580,-1553,-2.6,24531,124,-1771,-3,91.19,.2,-3655,-6,-2975,-4.9,-14262,-19.9
136,96,0, 0200,Kirloskar,8,49921,-491.6,-1,24458,126,952.47,1.9,1991,4.2,-625.2,-1.2,-5233,-9.5,-5419,-9.8
117,83,0, 0002,State Govt,8,61837,-358.79,-.6,24070,127,3780,6.5,5282,9.3,-862.12,-1.4,-2146,-3.4,-1311,-2.1
158,113,0, 0065,Blue Star-Advani,1,37368,-711.38,-1.9,23732,128,2354,6.7,1845,5.2,-1737,-4.4,-464.66,-1.2,-8326,-18.2
168,118,0, 0216,Mafatlal-Gagalbhai,7,33297,-810.29,-2.4,23624,129,-1952,-5.5,-321.22,-1,6366,23.6,4349,15,11201,50.7
169,24, 0216, 0216.2,Mafatlal-Navin Chand,6,33237,-810.32,-2.4,23602,130,-1953,-5.5,-321.83,-1,6353,23.6,4340,15,11185,50.7
170,15, 0216.2, 0216.21,Mafatlal-AMG,3,33093,-812.46,-2.4,23494,131,-1954,-5.6,-320.21,-1,6368,23.8,4364,15.2,11255,51.5
137,97,0, 0090,Dalmia,6,49129,-258.88,-.5,23483,132,-580.32,-1.2,2143,4.6,-3698,-7,-2644,-5.1,4236,9.4
95,68,0, 4185.006000,P&G-USA,3,77483,-827.12,-1.1,23398,133,-425.58,-.5,-50.03,-.1,-10003,-11.4,-10201,-11.6,-9714,-11.1
151,107,0, 0207,Lalbhai,6,40866,-479.55,-1.2,23371,134,46.6,.1,579.61,1.4,-803.22,-1.9,-6299,-13.4,-7705,-15.9
155,110,0, 0320,Raunaq Singh,6,38757,916.59,2.4,23046,135,1571,4.2,-195.25,-.5,3152,8.9,4246,12.3,954.6,2.5
159,21, 0320, 0320.2,Apollo Tyres,3,37263,875.93,2.4,22212,136,1529,4.3,-355.47,-.9,3178,9.3,3940,11.8,538.17,1.5
179,124,0, 4045.001000,Advent Intl-Cyprus,3,29967,-267.01,-.9,21547,137,786.73,2.7,-318.55,-1.1,-792.82,-2.6,-5571,-15.7,-6671,-18.2
152,108,0, 0604,Ipca-Godha,4,40464,1464,3.8,21537,138,2008,5.2,543.37,1.4,3293,8.9,-12.33,0,-8450,-17.3
181,4, 0216.21, 0216.211,Mafatlal-Padmanabh,1,29522,-810.77,-2.7,21515,139,-1889,-6,114.29,.4,6830,30.1,5029,20.5,12939,78
191,133,0, 1422,Indiabulls,4,26193,128.94,.5,20246,140,841.02,3.3,-1254,-4.6,-6377,-19.6,-6375,-19.6,-34.99,-.1
138,98,0, 0361,Siyaram-Poddar,3,48754,-357.45,-.7,20083,141,1404,3,-647.73,-1.3,1053,2.2,-4999,-9.3,-7842,-13.9
157,112,0, 0095,Deepak-Mehta,2,37851,-674.81,-1.8,19769,142,-1319,-3.4,158.3,.4,-6878,-15.4,-10510,-21.7,-9726,-20.4
228,162,0, 4185.054000,Warburg-USA,2,20872,48.62,.2,19594,143,727.31,3.6,-1130,-5.1,-1177,-5.3,-3191,-13.3,-4784,-18.6
180,125,0, 0111,Elgi,10,29925,-547.91,-1.8,19398,144,53.68,.2,-806.77,-2.6,2345,8.5,1324,4.6,-1324,-4.2
116,82,0, 1782,Patanjali,1,62129,-195.77,-.3,19378,145,2714,4.6,2148,3.6,40497,187.2,2225,3.7,-5003,-7.5
111,11, 0001.000000, 0001.25,Urban-Ministry,3,64959,-491.47,-.8,19301,146,-267.64,-.4,961.36,1.5,-564.69,-.9,-1124,-1.7,537.85,.8
124,12, 0001.000000, 0001.23,Surface-Ministry,4,57633,-848.15,-1.5,18880,147,-374.33,-.6,-1102,-1.9,-5648,-8.9,-11194,-16.3,3141,5.8
174,121,0, 1700,KPIT-Pandit,1,31010,-330.56,-1.1,18779,148,-723.69,-2.3,-3352,-9.8,-452.21,-1.4,-3334,-9.7,-8293,-21.1
142,10, 0064.2, 0064.22,Birla-KK,15,44847,-620.7,-1.4,18512,149,-667.52,-1.5,2539,6,-5406,-10.8,-5587,-11.1,-636.56,-1.4
145,20, 0090, 0090.2,Dalmia-Jaidayal,4,42962,-161.98,-.4,18487,150,-774.47,-1.8,2410,5.9,-3255,-7,-1996,-4.4,6004,16.2
146,12, 0090.2, 0090.24,Dalmia-Hari,2,42643,-170.74,-.4,18380,151,-783.9,-1.8,2415,6,-3086,-6.7,-1869,-4.2,6419,17.7
129,91,0, 1870,Athum- Dangi,3,56923,984.29,1.8,18303,152,2479,4.6,8844,18.4,-622,-1.1,9886,21,21512,60.8
109,78,0, 4112.010000,Oracle-Mauritius,1,66045,-714.27,-1.1,18143,153,-196.62,-.3,-5280,-7.4,-12998,-16.4,-12878,-16.3,-38088,-36.6
196,28, 1681, 1681.1,IRB-Mhaiskar,1,25291,-169.09,-.7,17598,154,-175.13,-.7,-549.55,-2.1,-6.04,0,-4584,-15.3,-9294,-26.9
173,120,0, 0313,Ramco-Raja,4,31075,-101.3,-.3,17189,155,689.42,2.3,1514,5.1,2185,7.6,338.09,1.1,3913,14.4
150,106,0, 1722,Harsha-Shah,3,41651,51.61,.1,16680,156,1648,4.1,3170,8.2,8389,25.2,7007,20.2,5856,16.4
194,136,0, 1748,Aishu-Bollineni,2,25385,-947.79,-3.6,16652,157,1068,4.4,-2981,-10.5,-3731,-12.8,-2239,-8.1,64.64,.3
240,170,0, 0117,Essel-Goel,10,18703,-63.95,-.3,16438,158,119.83,.6,-164.91,-.9,-1999,-9.7,-6009,-24.3,-4820,-20.5
175,122,0, 1734,Anand Rathi,2,30237,178.48,.6,16216,159,480.44,1.6,2276,8.1,3184,11.8,12764,73.1,14103,87.4
131,92,0, 4085.021000,Nippon-Japan,1,56493,-381.99,-.7,15762,160,1066,1.9,4797,9.3,1090,2,6387,12.7,10077,21.7
211,17, 0006.1, 0006.15,Westbridge-Mehta,2,23156,-64.4,-.3,15531,161,137.29,.6,-230.53,-1,-2470,-9.6,-2526,-9.8,1313,6
202,143,0, 0268,Oberoi-EIH,2,24481,-426.62,-1.7,15530,162,-441.53,-1.8,-1093,-4.3,-1766,-6.7,-829.61,-3.3,-3609,-12.8
221,156,0, 1725,Angel,1,21816,45.27,.2,15496,163,357.65,1.7,-2182,-9.1,1319,6.4,-3241,-12.9,-3017,-12.2
118,84,0, 1158,Dhingra-Gurbachan,1,61752,244.84,.4,15450,164,367.25,.6,-2518,-3.9,-122.42,-.2,-7718,-11.1,9635,18.5
182,126,0, 0180,Kalpataru,4,29393,-207.61,-.7,15446,165,1188,4.2,1092,3.9,-691.21,-2.3,-641.96,-2.1,7945,37
121,87,0, 4065.002000,Schaeffler-Germany,1,59275,-411.07,-.7,15335,166,-118.79,-.2,-1991,-3.3,-6555,-10,-2254,-3.7,5272,9.8
120,86,0, 4185.001000,Abbott-USA,1,60350,437.75,.7,15094,167,-414.38,-.7,-971.13,-1.6,-3464,-5.4,-13388,-18.2,-3272,-5.1
186,26, 0180, 0180.1,Kalpataru-Munot,2,28055,-175.97,-.6,15010,168,1170,4.4,931.56,3.4,-972.2,-3.3,-856.53,-3,7958,39.6
135,95,0, 1543,Shyam-Bhajanka,4,50362,-467.3,-.9,14701,169,47.46,.1,984.21,2,-4838,-8.8,723.11,1.5,1871,3.9
165,13, 0006.1, 0006.13,Watsa-Fairfax,8,34692,-803.94,-2.3,14448,170,-258.28,-.7,661.78,1.9,1147,3.4,-1675,-4.6,895.27,2.6
133,9, 0006.0, 0006.02,Comcraft-Chanderia,2,52672,58.84,.1,14419,171,-205.54,-.4,-2177,-4,-7527,-12.5,-330.69,-.6,22963,77.3
241,171,0, 4185.062000,Gen Atlantic-USA,1,18570,-294.57,-1.6,14319,172,-182.6,-1,132.64,.7,279.25,1.5,-3723,-16.7,-6034,-24.5
203,144,0, 1703,Bandhan-Trust,2,24114,26.88,.1,14289,173,238.64,1,1138,5,-2991,-11,-5400,-18.3,-897,-3.6
189,131,0, 0015,Aarti-Gogri,7,26294,124.73,.5,14213,174,-6.56,0,595.5,2.3,-1979,-7,-6209,-19.1,-902.45,-3.3
143,102,0, 4085.022000,Kubota-Japan,2,44106,-214.41,-.5,14096,175,2547,6.1,2573,6.2,4514,11.4,6787,18.2,6737,18
156,111,0, 0297,Poonawalla,1,38576,-601.55,-1.5,13903,176,-423.92,-1.1,524.84,1.4,-2594,-6.3,2045,5.6,14388,59.5
161,115,0, 0403,Thermax-Aga,1,36509,-188.26,-.5,13881,177,608.26,1.7,2611,7.7,-1220,-3.2,-4610,-11.2,-10243,-21.9
171,119,0, 0655,Apar,1,32859,39.97,.1,13876,178,-799.98,-2.4,-2884,-8.1,-1025,-3,-1868,-5.4,-11917,-26.6
216,31, 0322, 0322.2,Reliance-ADAG,4,22550,-94.6,-.4,13792,179,681.01,3.1,679.05,3.1,-2258,-9.1,-9703,-30.1,446.64,2
213,151,0, 0124,Finolex-Chhabria,2,23122,-194.78,-.8,12977,180,1376,6.3,1358,6.2,-1923,-7.7,-4900,-17.5,-9065,-28.2
222,157,0, 1097,Brigade-Bangaluru,1,21785,-175.99,-.8,12825,181,496.19,2.3,226.09,1,-103.89,-.5,-4446,-16.9,-8833,-28.8
134,94,0, 4184.014000,Linde-BOC-UK,1,50915,336.02,.7,12729,182,485.27,1,417.89,.8,-1569,-3,-5400,-9.6,-5491,-9.7
