81,INE0GAO01018,10,Final,2025-09-03
82,INE255A01020,125,Final,2025-09-02
83,INE305C01029,150,Final,2025-09-02
84,INE855R01021,250,Final,2025-09-02
85,INE03Q201024,250,Final,2025-09-01
86,INE033C01019,19,Final,2025-09-01
87,INE152M01016,200,Final,2025-09-01
88,INE582D01013,15,Final,2025-09-01
89,INE442P01014,12.5,Final,2025-08-30
90,INE095N01031,14,Final,2025-08-29
91,INE229H01012,30,Final,2025-08-29
92,INE709B01016,20,Final,2025-08-29
93,INE043W01024,200,Final,2025-08-29
94,INE256A01028,243,Final,2025-08-29
95,INE442P01014,18,Final,2025-08-29
96,INE793G01035,1,Final,2025-08-29
97,INE510A01028,40,Final,2025-08-29
98,INE517F01014,42,Final,2025-08-28
99,INE825V01034,800,Final,2025-08-28
100,INE179A01014,650,Final,2025-08-28
101,INE668F01031,350,Final,2025-08-28
102,INE322A01010,470,Final,2025-08-26
103,INE205A01025,1600,Interim 1,2025-08-26
104,INE687A01016,200,Final,2025-08-26
105,INE571B01036,35,Final,2025-08-26
106,INE411F01010,182.5,Interim 1,2025-08-25
107,INE864J01012,10,Final,2025-08-25
108,INE171A01029,60,Final,2025-08-22
109,INE200A01026,250,Final,2025-08-22
110,INE335Y01020,50,Final,2025-08-22
111,INE232E01013,85,Final,2025-08-22
112,INE385C01021,150,Final,2025-08-22
113,INE199A01012,450,Final,2025-08-22
114,INE088F01024,10,Final,2025-08-22
115,INE115A01026,500,Final,2025-08-22
116,INE529I01021,300,Final,2025-08-22
117,INE138Y01010,75,Final,2025-08-22
118,INE220G01021,100,Final,2025-08-22
119,INE749A01030,200,Final,2025-08-22
120,INE434B01029,5,Final,2025-08-22
121,INE678B01021,10,Final,2025-08-22
122,INE522F01014,51.5,Final,2025-08-21
123,INE606A01024,10,Final,2025-08-21
124,INE066F01020,300,Final,2025-08-21
125,INE922A01025,100,Interim 4,2025-08-20
126,INE450E01029,20,Final,2025-08-20
127,INE810G01011,22.5,Final,2025-08-19
128,INE987B01026,100,Interim 1,2025-08-19
129,INE0NQ801033,30,Final,2025-08-19
130,INE168A01041,215,Final,2025-08-19
131,INE785D01012,12.5,Final,2025-08-19
132,INE590D01016,40,Final,2025-08-18
133,INE134E01011,37,Interim 1,2025-08-18
134,INE649C01012,1.2,Final,2025-08-18
135,INE105D01013,80,Final,2025-08-16
136,INE020B01018,26,Final,2025-08-14
137,INE884A01027,75,Interim 1,2025-08-14
138,INE912T01018,10,Final,2025-08-14
139,INE584A01023,100,Final,2025-08-14
140,INE599F01020,380,Final,2025-08-14
141,INE002S01010,180,Final,2025-08-14
142,INE271B01025,200,Final,2025-08-14
143,INE337A01034,200,Final,2025-08-14
144,INE742C01031,20,Final,2025-08-14
145,INE263A01024,90,Final,2025-08-14
146,INE0R4L01018,25,Final,2025-08-14
147,INE168P01015,30,Final,2025-08-14
148,INE094A01015,105,Final,2025-08-14
149,INE177H01039,100,Final,2025-08-14
150,INE841D01013,10,Final,2025-08-14
151,INE731H01025,100,Final,2025-08-14
152,INE646L01027,100,Final,2025-08-13
153,INE424H01027,100,Interim 1,2025-08-13
154,INE683A01023,40,Final,2025-08-13
155,INE0DD10101,8.5,Final,2025-08-13
156,INE318A01026,100,Special,2025-08-13
157,INE095N01031,21,Interim 2,2025-08-13
158,INE943D01017,500,Final,2025-08-13
159,INE320J01015,13,Interim 3,2025-08-12
160,INE390G01014,10,Interim 1,2025-08-11
161,INE133A01011,1560,Special,2025-08-11
162,INE907A01026,200,Final,2025-08-11
163,INE172A01027,70,Interim 1,2025-08-11
164,INE269A01021,125,Interim 1,2025-08-08
165,INE124E01038,36,Interim 1,2025-08-08
166,INE745G01043,300,Final,2025-08-08
167,INE866R01028,100,Final,2025-08-08
168,INE242A01010,30,Final,2025-08-08
169,INE038A01020,500,Final,2025-08-08
170,INE621C01011,30,Final,2025-08-08
171,INE00Y201027,20,Final,2025-08-08
172,INE124G01033,125,Final,2025-08-08
173,INE596I01020,110,Interim 1,2025-08-08
174,INE540L01014,400,Final,2025-08-08
175,INE342J01019,380,Final,2025-08-08
176,INE270I01022,15,Final,2025-08-08
177,INE024F01011,125,Final,2025-08-08
178,INE615P01015,60,Final,2025-08-08
179,INE871C01038,900,Final,2025-08-07
180,INE462A01022,350,Final,2025-08-07
181,INE284A01012,420,Final,2025-08-07
182,INE473A01011,75,Special,2025-08-07
183,INE059D01020,375,Final,2025-08-07
184,INE036D01028,130,Final,2025-08-07
185,INE131C01011,1000,Final,2025-08-07
186,INE473A01011,120,Final,2025-08-07
187,INE0TGX01019,25,Final,2025-08-07
188,INE225D01027,50,Interim 1,2025-08-07
189,INE221J01015,30,Final,2025-08-07
190,INE603J01030,1000,Final,2025-08-07
191,INE725A01030,600,Final,2025-08-07
192,INE982B01027,30,Final,2025-08-06
193,INE017A01032,72,Interim 1,2025-08-06
194,INE266D01021,50,Final,2025-08-06
195,INE600L01024,60,Interim 1,2025-08-06
196,INE798K01010,30,Final,2025-08-06
197,INE522F01014,55,Interim 3,2025-08-06
198,INE294Z01018,170,Final,2025-08-06
199,INE426A01027,120,Final,2025-08-05
200,INE716B01029,400,Interim 1,2025-08-05
201,INE231C01019,30,Final,2025-08-05
202,INE231C01019,20,Special,2025-08-05
203,INE571A01038,200,Final,2025-08-05
204,INE0V6F01027,210,Final,2025-08-05
205,INE085A01013,50,Final,2025-08-05
206,INE463A01038,380,Final,2025-08-05
207,INE664D01019,250,Final,2025-08-05
208,INE0O9T01021,200,Final,2025-08-05
209,INE449A01011,305,Final,2025-08-05
210,INE216A01030,7500,Final,2025-08-04
211,INE296H01011,15,Final,2025-08-04
212,INE129A01019,10,Final,2025-08-04
213,INE524B01027,300,Final,2025-08-04
214,INE296H01011,25,Special,2025-08-04
215,INE877F01012,67,Final,2025-08-01
216,INE0IX101010,395,Final,2025-08-01
217,INE585B01010,2700,Final,2025-08-01
218,INE750C01026,80,Final,2025-08-01
219,INE196A01026,700,Final,2025-08-01
220,INE201B01022,50,Final,2025-08-01
221,INE024B01010,20,Final,2025-08-01
222,INE262B01016,55,Final,2025-08-01
223,INE079J01017,12.5,Interim 1,2025-08-01
224,INE717W01049,25,Final,2025-08-01
225,INE066A01021,7000,Final,2025-08-01
226,INE200M01039,25,Interim 2,2025-08-01
227,INE668A01016,110,Final,2025-08-01
228,INE667G01023,40,Final,2025-08-01
229,INE020B01018,46,Interim 5,2025-08-01
230,INE770A01010,25,Final,2025-08-01
231,INE572E01012,50,Final,2025-08-01
232,INE491A01021,200,Final,2025-08-01
233,INE885A01032,520,Final,2025-08-01
234,INE176A01028,180,Final,2025-08-01
235,INE278D01018,45,Final,2025-08-01
236,INE105D01013,80,Final,2025-08-01
237,INE0QRL01017,10,Final,2025-08-01
238,INE833A01016,50,Final,2025-08-01
239,INE787D01026,200,Interim 1,2025-07-31
240,INE228A01035,300,Final,2025-07-31
241,INE809A01032,5,Final,2025-07-31
242,INE029A01011,50,Final,2025-07-31
243,INE591G01025,200,Interim 1,2025-07-31
244,INE390G01014,10,Final,2025-07-31
245,INE573A01042,150,Final,2025-07-31
246,INE204A01010,100,Final,2025-07-31
247,INE995D01025,35,Final,2025-07-31
248,INE230A01023,75,Final,2025-07-30
249,INE366I01010,100,Final,2025-07-30
250,INE985A01022,40,Final,2025-07-30
251,INE979B01015,1300,Final,2025-07-30
252,INE227C01017,40,Final,2025-07-30
253,INE572A01036,700,Final,2025-07-30
254,INE024001021,15,Final,2025-07-29
255,INE486D01017,10,Final,2025-07-29
256,INE323A01026,5120,Final,2025-07-29
257,INE007A01025,900,Interim 2,2025-07-28
258,INE075A01022,250,Interim 2,2025-07-28
259,INE810G01011,18,Interim 2,2025-07-28
260,INE276C01014,35,Final,2025-07-28
261,INE04I401011,60,Final,2025-07-28
262,INE470A01017,3750,Special,2025-07-25
263,INE133A01011,300,Final,2025-07-25
264,INE646H01017,40,Final,2025-07-25
265,INE919H01018,50,Final,2025-07-25
266,INE594H01019,210,Final,2025-07-25
267,INE258G01013,12,Final,2025-07-25
268,INE124E01038,54,Final,2025-07-25
269,INE526E01018,50,Final,2025-07-25
270,INE265B01019,60,Final,2025-07-25
271,INE265B01019,20,Special,2025-07-25
272,INE326A01037,600,Final,2025-07-25
273,INE0J1Y01017,120,Final,2025-07-25
274,INE344S01016,10,Final,2025-07-25
275,INE010B01027,1100,Final,2025-07-25
276,INE692A01016,47.5,Final,2025-07-25
277,INE325A01013,360,Final,2025-07-25
278,INE361B01024,1500,Final,2025-07-25
279,INE343G01021,200,Final,2025-07-25
280,INE358A01014,4750,Final,2025-07-25
281,INE470A01017,1600,Final,2025-07-25
282,INE416D01022,50,Final,2025-07-24
283,INE737H01014,300,Final,2025-07-24
284,INE158A01026,3250,Final,2025-07-24
285,INE094J01016,260,Final,2025-07-24
286,INE094J01016,220,Special,2025-07-24
287,INE837H01020,60,Final,2025-07-23
288,INE144J01027,25,Final,2025-07-23
289,INE269A01021,440,Final,2025-07-23
290,INE317F01035,325,Final,2025-07-23
291,INE318A01026,2000,Final,2025-07-23
292,INE234A01025,500,Final,2025-07-23
293,INE650G01029,100,Final,2025-07-22
294,INE939A01011,40,Final,2025-07-22
295,INE540H01012,1000,Final,2025-07-22
296,INE070A01015,600,Final,2025-07-21
297,INE330T01021,150,Final,2025-07-21
298,INE397D01024,320,Final,2025-07-18
299,INE836A01035,200,Final,2025-07-18
300,INE298A01020,1675,Final,2025-07-18
301,INE435G01025,100,Final,2025-07-18
302,INE631A01022,200,Final,2025-07-18
303,INE00F201020,50,Final,2025-07-18
304,INE751B01018,90,Final,2025-07-18
305,INE619B01017,50,Final,2025-07-18
306,INE0BV301023,175,Final,2025-07-18
307,INE306R01017,80,Final,2025-07-18
308,INE306R01017,60,Special,2025-07-18
309,INE547E01014,200,Final,2025-07-18
310,INE860A01027,600,Interim 2,2025-07-18
311,INE191B01025,100,Final,2025-07-18
312,INE225D01027,400,Final,2025-07-18
313,INE016A01026,525,Final,2025-07-18
314,INE539A01019,120,Final,2025-07-17
315,INE169A01031,600,Final,2025-07-17
316,INE169A01031,300,Special,2025-07-17
317,INE596I01020,190,Final,2025-07-15
318,INE536A01023,340,Final,2025-07-15
319,INE008A01015,21,Final,2025-07-15
320,INE811A01020,325,Final,2025-07-15
321,INE068B01017,20,Final,2025-07-15
322,INE262H01021,150,Final,2025-07-14
323,INE777K01022,60,Final,2025-07-14
324,INE438A01022,500,Final,2025-07-11
325,INE354A01013,180,Final,2025-07-11
326,INE034D01049,175,Final,2025-07-11
327,INE017W01010,5,Final,2025-07-11
328,INE692G01013,20,Final,2025-07-11
329,INE520A01027,550,Final,2025-07-11
330,INE628A01036,300,Final,2025-07-11
331,INE721A01047,150,Final,2025-07-11
332,INE096B01018,125,Final,2025-07-11
333,INE250K01012,750,Final,2025-07-11
334,INE787D01026,200,Final,2025-07-11
335,INE089A01031,800,Final,2025-07-10
336,INE715A01015,70.3,Final,2025-07-10
337,INE356A01018,570,Final,2025-07-09
338,INE182A01018,350,Final,2025-07-09
339,INE660A01013,210,Final,2025-07-09
340,INE284S01014,25,Final,2025-07-09
341,INE182A01018,300,Special,2025-07-09
342,INE177A01018,250,Final,2025-07-08
343,INE343H01029,500,Final,2025-07-08
344,INE021O01019,20,Final,2025-07-07
345,INE044A01036,550,Final,2025-07-07
346,INE484C01030,1100,Final,2025-07-07
347,INE483A01010,1.9,Final,2025-07-04
348,INE663B01015,60,Final,2025-07-04
349,INE503A01015,13.5,Final,2025-07-04
350,INE298J01013,100,Final,2025-07-04
351,INE347G01014,30,Final,2025-07-04
352,INE640A01023,145,Final,2025-07-04
353,INE669C01036,600,Final,2025-07-04
354,INE073K01018,16,Final,2025-07-04
355,INE891D01026,340,Final,2025-07-04
356,INE229A01017,50,Final,2025-07-04
357,INE101A01026,1265,Final,2025-07-04
358,INE136B01020,280,Final,2025-07-04
359,INE710A01016,100,Final,2025-07-03
360,INE438E01032,120,Final,2025-07-02
361,INE739E01017,1300,Final,2025-07-01
362,INE880J01026,40,Final,2025-07-01
363,INE0NJ001013,5,Final,2025-06-30
364,INE053A01029,225,Final,2025-06-30
365,INE058F01019,30,Final,2025-06-27
366,INE059A01026,150,Final,2025-06-27
367,INE918I01026,100,Final,2025-06-27
368,INE752H01013,110,Final,2025-06-27
369,INE059A01026,650,Special,2025-06-27
370,INE277A01016,1045,Final,2025-06-27
371,INE884A01027,75,Final,2025-06-27
372,INE398R01022,12.5,Final,2025-06-27
373,INE961O01016,30,Final,2025-06-27
374,INE032B01021,30,Final,2025-06-26
375,INE451C01013,200,Final,2025-06-25
376,INE418C01012,25,Final,2025-06-25
377,INE455K01017,350,Final,2025-06-24
378,INE205A01025,700,Interim 5,2025-06-24
379,INE00R701025,250,Final,2025-06-23
380,INE934S01014,30,Final,2025-06-23
381,INE030A01027,2400,Final,2025-06-23
382,INE0FS801015,35,Final,2025-06-23
383,INE195A01028,1200,Final,2025-06-20
384,INE691C01022,30,Final,2025-06-20
385,INE685A01028,120,Final,2025-06-20
386,INE222F01029,75,Final,2025-06-20
387,INE245A01021,225,Final,2025-06-20
388,INE071N01016,35,Final,2025-06-20
389,INE084A01016,40.5,Final,2025-06-20
390,INE917I01010,2100,Final,2025-06-20
391,INE012A01025,75,Final,2025-06-13
392,INE134E01011,20.5,Final,2025-06-13
393,INE079A01024,100,Final,2025-06-13
394,INE284H01025,50,Final,2025-06-13
395,INE476A01022,200,Final,2025-06-13
396,INE742F01042,350,Final,2025-06-13
397,INE670A01012,750,Final,2025-06-11
398,INE562A01011,162.5,Final,2025-06-10
399,INE021A01026,2255,Final,2025-06-10
400,INE933S01016,200,Special,2025-06-06
401,INE683C01011,70,Interim 2,2025-06-06
402,INE813H01021,50,Final,2025-06-06
403,INE600L01024,60,Final,2025-06-06
404,INE933S01016,300,Final,2025-06-06
405,INE127D01025,1800,Final,2025-06-06
406,INE765G01017,70,Final,2025-06-06
407,INE010V01017,1900,Final,2025-06-06
408,INE616N01034,100,Final,2025-06-04
409,INE467B01029,3000,Final,2025-06-04
410,INE155A01022,300,Final,2025-06-04
411,INE018A01030,1700,Final,2025-06-03
412,INE011R01013,10,Final,2025-06-03
413,INE296A01032,4400,Final,2025-05-30
414,INE214T01019,4500,Final,2025-05-23
415,INE019C01026,60,Final,2025-05-23
416,INE075D01018,75,Final,2025-05-22
417,INE062A01020,1590,Final,2025-05-16
418,INE022Q01020,150,Final,2025-05-16
419,INE837H01020,200,Interim 1,2025-05-16
420,INE017A01032,54,Interim 5,2025-05-15
421,INE411H01032,600,Interim 1,2025-05-14
422,INE102D01028,500,Interim 2,2025-05-13
423,INE463V01026,140,Final,2025-05-09
424,INE591G01025,190,Interim 4,2025-05-09
425,INE457A01014,15,Final,2025-05-09
426,INE296A01032,1200,Special,2025-05-09
427,INE007A01025,800,Interim 1,2025-05-07
428,INE200M01039,25,Interim 1,2025-05-07
429,INE877F01012,50,Interim 1,2025-05-05
430,INE877E01015,100,Interim 1,2025-05-02
431,INE386A01023,145,Final,2025-05-01
432,INE0UOS01011,550,Final,2025-04-28
433,INE860A01027,900,Interim 1,2025-04-28
434,INE058A01010,1170,Final,2025-04-25
435,INE536H01010,70,Final,2025-04-23
436,INE513A01022,1400,Final,2025-04-23
437,INE093A01041,575,Interim 1,2025-04-15
438,INE007A01025,2600,Final,2025-04-11
439,INE200M01039,25,Final,2025-04-04
440,INE0DD10101,10,Interim 2,2025-04-02
441,INE833A01016,250,Interim 1,2025-04-02
442,INE0FS801015,50,Interim 1,2025-03-28
443,INE866R01028,100,Special,2025-03-28
444,INE411F01010,177.5,Interim 2,2025-03-28
445,INE050A01025,200,Interim 2,2025-03-27
446,INE020B01018,36,Interim 4,2025-03-26
447,INE584A01023,230,Interim 1,2025-03-21
448,INE134E01011,35,Interim 4,2025-03-19
449,INE172A01027,90,Special,2025-03-18
450,INE172A01027,100,Final,2025-03-18
451,INE424H01027,50,Interim 4,2025-03-13
452,INE263A01024,150,Interim 1,2025-03-11
453,INE317I01021,290,Special,2025-03-07
454,INE317I01021,60,Interim 1,2025-03-07
455,INE134E01011,35,Interim 3,2025-02-28
456,INE199A01012,800,Interim 1,2025-02-21
457,INE910A01012,150,Interim 1,2025-02-21
458,INE050A01025,650,Interim 1,2025-02-21
459,INE179A01014,1100,Interim 1,2025-02-20
460,INE284A01012,230,Interim 2,2025-02-20
461,INE335Y01020,150,Interim 2,2025-02-20
462,INE683C01011,30,Interim 1,2025-02-18
463,INE066F01020,500,Interim 1,2025-02-18
464,INE045J01034,20,Interim 1,2025-02-18
465,INE095N01031,53,Interim 1,2025-02-18
466,INE987B01026,75,Interim 3,2025-02-18
467,INE322A01010,650,Interim 1,2025-02-18
468,INE953E01022,300,Interim 1,2025-02-18
469,INE540L01014,1850,Interim 1,2025-02-14
470,INE490G01020,40.2,Interim 1,2025-02-14
471,INE201B01022,50,Interim 1,2025-02-14
472,INE510A01028,40,Interim 1,2025-02-14
473,INE298A01020,900,Interim 1,2025-02-14
474,INE603J01030,600,Interim 1,2025-02-14
475,INE139A01034,80,Interim 2,2025-02-14
476,INE020B01018,43,Interim 3,2025-02-14
477,INE424H01027,50,Interim 3,2025-02-13
478,INE484C01030,600,Interim 2,2025-02-13
479,INE158A01026,5000,Interim 1,2025-02-12
480,INE813H01021,140,Interim 1,2025-02-12
481,INE225D01027,100,Interim 3,2025-02-11
482,INE131C01011,1000,Interim 1,2025-02-11
483,INE390G01014,10,Interim 2,2025-02-10
484,INE615P01015,40,Interim 1,2025-02-07
485,INE660A01013,140,Interim 1,2025-02-07
486,INE071N01016,25,Interim 1,2025-02-07
487,INE811A01020,175,Interim 1,2025-02-07
488,INE526E01018,50,Interim 1,2025-02-07
489,INE810G01011,22.5,Interim 1,2025-02-07
490,INE129A01019,65,Interim 1,2025-02-07
491,INE213A01029,100,Interim 2,2025-02-07
492,INE227W01023,200,Interim 1,2025-02-07
493,INE220G01021,50,Interim 1,2025-02-07
494,INE079J01017,7.5,Interim 2,2025-02-07
495,INE572A01036,850,Interim 1,2025-02-07
496,INE124E01038,36,Interim 3,2025-02-07
497,INE631A01022,300,Interim 1,2025-02-07
498,INE596I01020,175,Interim 3,2025-02-07
499,INE884A01027,75,Interim 3,2025-02-07
500,INE196A01026,350,Interim 1,2025-02-07
501,INE044A01036,1050,Interim 1,2025-02-06
502,INE152M01016,200,Interim 1,2025-02-06
503,INE221J01015,30,Interim 1,2025-02-06
504,INE547E01014,100,Interim 1,2025-02-06
505,INE070A01015,500,Interim 1,2025-02-05
506,INE073K01018,16,Interim 1,2025-02-05
507,INE169A01031,600,Interim 1,2025-02-05
508,INE600L01024,60,Interim 3,2025-02-05
509,INE919H01018,50,Interim 2,2025-02-05
510,INE04I401011,25,Interim 1,2025-02-04
511,INE017A01032,81,Interim 3,2025-02-03
512,INE102D01028,500,Interim 1,2025-02-03
513,INE002S01010,120,Interim 1,2025-02-03
514,INE017A01032,81,Interim 4,2025-02-03
515,INE715A01015,45,Interim 1,2025-02-03
516,INE733E01010,25,Interim 2,2025-01-31
517,INE320J01015,19,Interim 2,2025-01-31
518,INE522F01014,56,Interim 2,2025-01-31
519,INE022Q01020,150,Interim 1,2025-01-31
520,INE685A01028,520,Interim 1,2025-01-31
521,INE262H01021,200,Interim 1,2025-01-31
522,INE721A01047,125,Interim 2,2025-01-31
523,INE451C01013,50,Interim 1,2025-01-31
524,INE787D01026,200,Interim 3,2025-01-30
525,INE591G01025,190,Interim 3,2025-01-30
526,INE029A01011,50,Interim 1,2025-01-29
527,INE943D01017,330,Interim 1,2025-01-29
528,INE520A01027,100,Interim 1,2025-01-28
529,INE075A01022,300,Interim 1,2025-01-28
530,INE716B01029,300,Interim 3,2025-01-28
531,INE663B01015,40,Interim 1,2025-01-24
532,INE922A01025,100,Interim 3,2025-01-22
533,INE467B01029,6600,Special,2025-01-17
534,INE467B01029,1000,Interim 3,2025-01-17
535,INE860A01027,600,Interim 4,2025-01-17
536,INE860A01027,300,Special Interim,2025-01-17
537,INE222F01029,25,Interim 1,2025-01-10
538,INE205A01025,850,Interim 4,2024-12-24
539,INE335A01020,50,Interim 1,2024-11-29
540,INE139A01034,80,Interim 1,2024-11-29
541,INE366I01010,50,Interim 1,2024-11-29
542,INE199A01012,600,Final,2024-11-28
543,INE039C01032,100,Interim 1,2024-11-28
544,INE462A01022,900,Interim 1,2024-11-28
545,INE987B01026,75,Interim 2,2024-11-27
546,INE177A01018,550,Interim 1,2024-11-27
547,INE987B01026,62.5,Interim 3,2024-11-26
548,INE424H01027,100,Interim 2,2024-11-26
549,INE322A01010,450,Final,2024-11-26
550,INE599F01020,600,Interim 1,2024-11-26
551,INE390G01014,10,Interim 1,2024-11-26
552,INE571A01038,200,Interim 1,2024-11-25
553,INE134E01011,35,Interim 2,2024-11-25
554,INE255A01020,125,Interim 1,2024-11-25
555,INE484C01030,1000,Interim 1,2024-11-22
556,INE305C01029,100,Interim 1,2024-11-22
557,INE124E01038,27,Interim 2,2024-11-22
558,INE017A01032,72,Interim 2,2024-11-19
559,INE284A01012,250,Interim 1,2024-11-19
560,INE021A01026,425,Interim 1,2024-11-19
561,INE667G01023,40,Interim 1,2024-11-19
562,INE517F01014,40,Interim 1,2024-11-19
563,INE133A01011,700,Interim 1,2024-11-19
564,INE884A01027,75,Interim 2,2024-11-19
565,INE213A01029,120,Interim 1,2024-11-19
566,INE179A01014,950,Final,2024-11-19
567,INE085A01013,50,Interim 1,2024-11-19
568,INE411H01032,650,Interim 2,2024-11-19
569,INE0NJ001013,5,Interim 1,2024-11-18
570,INE320J01015,17.5,Interim 1,2024-11-14
571,INE919H01018,100,Interim 1,2024-11-14
572,INE335Y01020,200,Interim 1,2024-11-14
573,INE885A01032,530,Interim 1,2024-11-14
574,INE250K01012,250,Interim 1,2024-11-12
575,INE256A01028,100,Final,2024-11-08
576,INE347G01014,70,Interim 1,2024-11-08
577,INE020B01018,40,Interim 2,2024-11-08
578,INE596I01020,145,Interim 2,2024-11-08
579,INE596I01020,105,Special,2024-11-08
580,INE016A01026,275,Interim 1,2024-11-08
581,INE721A01047,220,Interim 1,2024-11-07
582,INE225D01027,100,Interim 2,2024-11-07
583,INE030A01027,1000,Special Interim,2024-11-06
584,INE030A01027,1900,Interim 1,2024-11-06
585,INE298J01013,80,Interim 1,2024-11-06
586,INE136B01020,240,Interim 1,2024-11-06
587,INE835G01018,300,Interim 1,2024-11-06
588,INE982B01027,30,Interim 1,2024-11-06
589,INE0DD10101,10,Interim 1,2024-11-06
590,INE752H01013,70,Interim 1,2024-11-05
591,INE522F01014,157.5,Interim 1,2024-11-05
592,INE600L01024,60,Interim 2,2024-11-05
593,INE922A01025,100,Interim 2,2024-10-31
594,INE787D01026,200,Interim 2,2024-10-31
595,INE836A01035,125,Interim 1,2024-10-31
596,INE777K01022,50,Interim 1,2024-10-31
597,INE021O01019,30,Interim 1,2024-10-31
598,INE669C01036,300,Interim 1,2024-10-31
599,INE102D01028,500,Interim 2,2024-10-31
600,INE733E01010,25,Interim 1,2024-10-31
601,INE195A01028,500,Interim 1,2024-10-30
602,INE007A01025,1500,Interim 3,2024-10-30
603,INE765G01017,55,Interim 1,2024-10-28
604,INE00R701025,200,Interim 1,2024-10-25
605,INE010V01017,850,Interim 1,2024-10-25
606,INE214T01019,2000,Interim 1,2024-10-25
607,INE716B01029,200,Interim 2,2024-10-24
608,INE860A01027,600,Interim 2,2024-10-22
609,INE467B01029,1000,Interim 2,2024-10-18
610,INE349A01021,125,Interim 1,2024-10-16
611,INE591G01025,190,Interim 2,2024-10-11
612,INE908D01010,40,Final,2024-09-23
613,INE0RUJ01013,10,Final,2024-09-23
614,INE649C01012,1,Final,2024-09-23
615,INE059D01020,250,Final,2024-09-23
616,INE374E01021,21,Final,2024-09-23
617,INE337E01010,7.5,Final,2024-09-23
618,INE266D01021,50,Final,2024-09-20
619,INE535F01024,12.5,Final,2024-09-20
620,INE139A01034,20,Final,2024-09-20
621,INE320J01015,50,Final,2024-09-20
622,INE131A01031,477.5,Final,2024-09-20
623,INE313G01016,15,Final,2024-09-20
624,INE683C01011,60,Final,2024-09-20
625,INE0NJ001013,5,Final,2024-09-20
626,INE668A01016,100,Final,2024-09-20
627,INE213D01015,10,Final,2024-09-20
